a	DT
kaddishes	NNS
kaffeeklatch	VBP
kaffeeklatch's	NN
kaffeeklatches	NNS
kaffeeklatsch	VBP
kaffeeklatsch's	JJ
kaffeeklatsches	NNS
kafka	VBP
kafka's	JJ
kafkaesque	NN
kafkaesque's	NN
kagoshima	NNP
kagoshima's	NNP
kahlua	NNP
kahlua's	NNP
kahuna	NNP
kahunas	VBD
kaifeng	NNP
kaifeng's	NNP
kaiser	NNP
kaiser's	NN
kaisers	NNS
kaitlin	VBP
kaitlin's	VB
kalahari	JJ
kalahari's	NN
kalamazoo	NN
kalamazoo's	NN
kalashnikov	NN
kalashnikov's	NN
kalb	NN
kalb's	VB
kale	JJ
kale's	NNS
kaleidoscope	VBP
kaleidoscope's	JJ
kaleidoscopes	NNS
kaleidoscopic	VBP
kaleidoscopically	RB
kalevala	JJ
kalevala's	NN
kalgoorlie	NN
kalgoorlie's	NN
kali	NN
kali's	NN
kalmyk	NN
kalmyk's	NN
kama	NN
kama's	NN
kamchatka	NN
kamchatka's	NN
kamehameha	NN
kamehameha's	NN
kamikaze	NN
kamikaze's	NN
kamikazes	VBZ
kampala	JJ
kampala's	NNS
kampuchea	VBP
kampuchea's	JJ
kan	NN
kan's	NN
kanchenjunga	NN
kanchenjunga's	NN
kandahar	NN
kandahar's	NN
kandinsky	NN
kandinsky's	VBD
kane	NN
kane's	NN
kangaroo	NN
kangaroo's	NN
kangaroos	VBD
kannada	NNP
kannada's	NNP
kano	NNP
kano's	NNP
kanpur	NNP
kanpur's	NN
kans	NNS
kansan	VBP
kansan's	JJ
kansans	NNS
kansas	VBP
kansas's	JJ
kant	JJ
kant's	NN
kantian	JJ
kantian's	NN
kaohsiung	NN
kaohsiung's	VBP
kaolin	NN
kaolin's	NN
kapok	NN
kapok's	NN
kaposi	VBD
kaposi's	JJ
kappa	NN
kappa's	NN
kappas	NN
kaput	VBD
kara	NNP
kara's	NNP
karachi	NNP
karachi's	VBD
karaganda	NNP
karaganda's	NNP
karakorum	NNP
karakorum's	NNP
karakul	NNP
karakul's	NNP
karamazov	NNP
karamazov's	NNP
karaoke	VBD
karaoke's	NNP
karaokes	NNS
karat	VBP
karat's	JJ
karate	NN
karate's	NN
karats	NNS
kareem	VBP
kareem's	JJ
karen	NNS
karen's	VBP
karenina	VB
karenina's	NN
kari	FW
kari's	FW
karin	FW
karin's	FW
karina	FW
karina's	FW
karl	FW
karl's	FW
karla	FW
karla's	FW
karloff	FW
karloff's	FW
karma	FW
karma's	FW
karmic	FW
karo	FW
karo's	FW
karol	FW
karol's	FW
karroo	FW
karroo's	FW
kart	FW
kart's	FW
karts	NNS
karyn	VBP
karyn's	JJ
kasai	NN
kasai's	NN
kasey	NN
kasey's	NN
kashmir	NN
kashmir's	NN
kashmirs	NNS
kasparov	VBP
kasparov's	JJ
kate	NN
kate's	NN
katelyn	NN
katelyn's	FW
katharine	NN
katharine's	FW
katherine	NN
katherine's	NN
katheryn	NN
katheryn's	NNP
kathiawar	NNP
kathiawar's	NNP
kathie	NNP
kathie's	VBD
kathleen	JJ
kathleen's	NN
kathmandu	NN
kathmandu's	FW
kathrine	NN
kathrine's	NN
kathryn	NN
kathryn's	NN
kathy	JJ
kathy's	NN
katie	NN
katie's	VBD
katina	NNP
katina's	NNP
katmai	NNP
katmai's	NNP
katowice	NNP
katowice's	VBD
katrina	NNP
katrina's	NNP
katy	NNP
katy's	NN
katydid	VBD
katydid's	JJ
katydids	NNS
kauai	VBD
kauai's	JJ
kaufman	NN
kaufman's	VBD
kaunas	NNS
kaunas's	VB
kaunda	NNS
kaunda's	VB
kawabata	NNS
kawabata's	VB
kawasaki	NNS
kawasaki's	VB
kay	NNS
kay's	VB
kayak	NNS
kayak's	VB
kayaked	VBN
kayaking	VBG
kayaking's	NN
kayaks	NNS
kaye	VBP
kaye's	JJ
kayla	NN
kayla's	NN
kayo	NN
kayo's	NN
kayoed	VBD
kayoing	VBG
kayos	NN
kazakh	NN
kazakh's	NN
kazakhs	NN
kazakhstan	NN
kazakhstan's	NN
kazan	NN
kazan's	NN
kazantzakis	NN
kazantzakis's	NN
kazoo	NN
kazoo's	NN
kazoos	NN
kb	NN
kb's	NN
kc	FW
keaton	NN
keaton's	NN
keats	NNS
keats's	VBP
kebab	JJ
kebab's	NN
kebabs	NNS
keck	VBP
keck's	JJ
kedgeree	JJ
keel	NN
keel's	NN
keeled	VBD
keelhaul	NN
keelhauled	VBD
keelhauling	VBG
keelhauls	NN
keeling	VBG
keels	NNS
keen	JJ
keen's	FW
keenan	FW
keenan's	NN
keened	VBD
keener	JJR
keenest	JJS
keening	VBG
keenly	RB
keenness	JJ
keenness's	NN
keens	NNS
keep	VB
keep's	NNS
keeper	VB
keeper's	NN
keepers	NNS
keeping	VBG
keeping's	JJ
keeps	NNS
keepsake	VBP
keepsake's	JJ
keepsakes	NNS
keewatin	VBP
keewatin's	JJ
keg	NN
keg's	NN
kegs	VBZ
keillor	NN
keillor's	NN
keisha	NN
keisha's	NN
keith	NN
keith's	NN
keller	NN
keller's	NN
kelley	NN
kelley's	NN
kelli	VBD
kelli's	JJ
kellie	NNP
kellie's	NN
kellogg	NN
kellogg's	NN
kelly	RB
kelly's	VB
kelp	NN
kelp's	VB
kelsey	NN
kelsey's	NN
kelvin	NN
kelvin's	NN
kelvins	VBZ
kemerovo	JJ
kemerovo's	NN
kemp	NN
kemp's	NN
kempis	NN
kempis's	NN
ken	VBN
ken's	CD
kendall	JJ
kendall's	NN
kendra	NN
kendra's	NN
kendrick	NN
kendrick's	NN
kenmore	VBD
kenmore's	JJ
kennan	NN
kennan's	NN
kenned	VBD
kennedy	JJ
kennedy's	NN
kennel	NNS
kennel's	VBP
kenneled	VBN
kenneling	NN
kennelled	VBD
kennelling	VBG
kennels	NNS
kenneth	VBN
kenneth's	VBP
kenning	VBG
kennith	NN
kennith's	NN
kenny	NN
kenny's	NN
keno	NN
keno's	NN
kens	VBZ
kent	JJ
kent's	NNS
kenton	VBP
kenton's	NN
kentuckian	JJ
kentuckian's	NN
kentuckians	NNS
kentucky	VBP
kentucky's	NN
kenya	NN
kenya's	NN
kenyan	NN
kenyan's	NN
kenyans	NNS
kenyatta	VBP
kenyatta's	JJ
kenyon	NN
kenyon's	NN
keogh	NN
keogh's	NN
keokuk	NN
keokuk's	NN
kepi	NN
kepi's	NN
kepis	FW
kepler	NN
kepler's	NN
kept	VBD
keratin	JJ
keratin's	JJ
kerbside	NN
kerchief	NN
kerchief's	NN
kerchiefs	NNS
kerensky	VBP
kerensky's	NN
kerfuffle	NN
kerfuffles	NNS
keri	VBP
keri's	JJ
kermit	NN
kermit's	NN
kern	JJ
kern's	NN
kernel	NNS
kernel's	VBP
kernels	NNS
kerosene	VBP
kerosene's	JJ
kerouac	NN
kerouac's	NN
kerr	NN
kerr's	NN
kerri	NN
kerri's	NN
kerry	NN
kerry's	VBD
kestrel	JJ
kestrel's	NN
kestrels	NNS
ketch	VBP
ketch's	NN
ketches	NNS
ketchup	VBP
ketchup's	VB
kettering	VBG
kettering's	JJ
kettle	NN
kettle's	NN
kettledrum	NN
kettledrum's	NN
kettledrums	NNS
kettles	NNS
keven	RB
keven's	VBP
kevin	NNS
kevin's	VB
kevlar	JJ
kevlar's	NN
kevorkian	JJ
kevorkian's	NN
kewpie	NN
kewpie's	NN
key	JJ
key's	NN
keybinding	VBG
keybindings	NNS
keyboard	RB
keyboard's	VBP
keyboarded	VBN
keyboarder	NN
keyboarder's	NN
keyboarders	NNS
keyboarding	VBG
keyboardist	NN
keyboardist's	NN
keyboardists	NNS
keyboards	NNS
keyed	VBD
keyhole	JJ
keyhole's	NN
keyholes	NNS
keying	VBG
keynes	NNS
keynes's	FW
keynesian	JJ
keynesian's	NN
keynote	NN
keynote's	NN
keynoted	VBD
keynoter	JJR
keynoter's	NN
keynoters	NNS
keynotes	VBZ
keynoting	VBG
keypad	VB
keypad's	JJ
keypads	NNS
keypunch	VBP
keypunch's	VB
keypunched	VBN
keypuncher	RB
keypuncher's	JJ
keypunchers	NNS
keypunches	NNS
keypunching	VBG
keys	NNS
keystone	CD
keystone's	NN
keystones	NNS
keystroke	VBD
keystroke's	JJ
keystrokes	NNS
keyword	VBP
keyword's	NN
keywords	NNS
kfc	VBP
kfc's	VB
kg	FW
kgb	FW
kgb's	FW
khabarovsk	FW
khabarovsk's	FW
khachaturian	JJ
khachaturian's	NN
khaki	NN
khaki's	NN
khakis	NN
khalid	VBD
khalid's	NNP
khan	NNP
khan's	VBD
khans	NNS
kharkov	VBP
kharkov's	JJ
khartoum	NN
khartoum's	NN
khayyam	NN
khayyam's	NN
khazar	NN
khazar's	VB
khmer	JJR
khmer's	NN
khoikhoi	NN
khoikhoi's	NN
khoisan	NNP
khoisan's	NN
khomeini	NN
khomeini's	NN
khorana	NNP
khorana's	NNP
khrushchev	NNP
khrushchev's	VBD
khufu	JJ
khufu's	NN
khulna	NN
khulna's	NN
khwarizmi	NN
khwarizmi's	VBD
khyber	NNP
khyber's	NNP
khz	NNP
kia	NNP
kibble	JJ
kibble's	NN
kibbled	VBD
kibbles	NNS
kibbling	VBG
kibbutz	NN
kibbutz's	NN
kibbutzes	VBZ
kibbutzim	JJ
kibitz	NNS
kibitzed	VBN
kibitzer	NN
kibitzer's	NN
kibitzers	NNS
kibitzes	VBP
kibitzing	VBG
kibosh	NN
kibosh's	FW
kick	FW
kick's	FW
kickapoo	FW
kickapoo's	FW
kickback	FW
kickback's	NN
kickbacks	NNS
kickball	VBP
kickball's	VB
kickboxing	VBG
kicked	VBN
kicker	NN
kicker's	NN
kickers	NNS
kickier	VBP
kickiest	JJS
kicking	VBG
kickoff	NN
kickoff's	NN
kickoffs	NNS
kicks	NNS
kickstand	VBP
kickstand's	VB
kickstands	NNS
kicky	JJ
kid	NN
kid's	NN
kidd	NN
kidd's	NN
kidded	VBD
kidder	NN
kidder's	NN
kidders	NNS
kiddie	VBP
kiddie's	JJ
kiddies	NNS
kidding	VBG
kiddish	JJ
kiddo	NN
kiddo's	NN
kiddos	NN
kidnap	NN
kidnapped	VBD
kidnapper	JJR
kidnapper's	NN
kidnappers	NNS
kidnapping	VBG
kidnapping's	JJ
kidnappings	NNS
kidnaps	NNS
kidney	VBP
kidney's	JJ
kidneys	NNS
kids	NNS
kidskin	VBP
kidskin's	NN
kiel	NN
kiel's	NN
kielbasa	NN
kielbasa's	NN
kielbasas	NN
kielbasi	FW
kierkegaard	NN
kierkegaard's	NN
kieth	VBZ
kieth's	JJ
kiev	NN
kiev's	NN
kigali	NN
kigali's	NN
kike	NN
kikes	NNS
kikuyu	VBP
kikuyu's	JJ
kilauea	NN
kilauea's	NN
kilimanjaro	VBD
kilimanjaro's	NNS
kill	VB
kill's	NNS
killdeer	VB
killdeer's	NN
killdeers	NNS
killed	VBD
killer	NN
killer's	NN
killers	NNS
killing	VBG
killing's	JJ
killings	NNS
killjoy	VBP
killjoy's	JJ
killjoys	NNS
kills	NNS
kiln	VBP
kiln's	NN
kilned	VBD
kilning	VBG
kilns	NN
kilo	NN
kilo's	NN
kilobyte	NN
kilobyte's	NN
kilobytes	VBZ
kilocycle	VBP
kilocycle's	JJ
kilocycles	NNS
kilogram	VBP
kilogram's	JJ
kilograms	NNS
kilohertz	VBP
kilohertz's	JJ
kiloliter	NN
kiloliter's	NN
kiloliters	NNS
kilolitre	VBP
kilolitre's	JJ
kilolitres	NNS
kilometer	VBP
kilometer's	JJ
kilometers	NNS
kilometre	VBP
kilometre's	JJ
kilometres	NNS
kilos	VBP
kiloton	NN
kiloton's	NN
kilotons	NNS
kilowatt	VBP
kilowatt's	JJ
kilowatts	NN
kilroy	NN
kilroy's	NN
kilt	VBD
kilt's	NNS
kilted	VBN
kilter	NN
kilter's	NN
kilts	NNS
kim	VBP
kim's	JJ
kimberley	NN
kimberley's	VBD
kimberly	RB
kimberly's	VBN
kimono	NN
kimono's	NN
kimonos	NNS
kin	VBP
kin's	NN
kind	NN
kind's	NN
kinda	NN
kinder	NN
kindergarten	VBD
kindergarten's	JJ
kindergartens	NNS
kindergartner	VBP
kindergartner's	JJ
kindergartners	NNS
kindest	VBP
kindhearted	VBN
kindheartedly	RB
kindheartedness	JJ
kindheartedness's	NN
kindle	NN
kindled	VBD
kindles	NNS
kindlier	JJR
kindliest	JJS
kindliness	NN
kindliness's	NN
kindling	VBG
kindling's	NNS
kindly	RB
kindness	VBD
kindness's	JJ
kindnesses	NNS
kindred	VBD
kindred's	JJ
kinds	NNS
kine	VBP
kinematic	JJ
kinematics	NNS
kinematics's	VBP
kines	NNS
kinetic	JJ
kinetically	RB
kinetics	NNS
kinetics's	VBP
kinfolk	NNS
kinfolk's	VB
kinfolks	NNS
kinfolks's	VB
king	VBG
king's	JJ
kingdom	NN
kingdom's	NN
kingdoms	VBZ
kingfisher	JJR
kingfisher's	NN
kingfishers	NNS
kinglier	VBP
kingliest	JJS
kingly	RB
kingmaker	NN
kingmakers	NNS
kingpin	VBP
kingpin's	NN
kingpins	NNS
kings	NNS
kingship	VBP
kingship's	JJ
kingston	NN
kingston's	VBD
kingstown	JJ
kingstown's	NN
kink	NN
kink's	NN
kinked	VBD
kinkier	JJR
kinkiest	JJS
kinkily	RB
kinkiness	VB
kinkiness's	NN
kinking	VBG
kinko's	JJ
kinks	NNS
kinky	VBD
kinney	NN
kinney's	NN
kinsey	NN
kinsey's	NN
kinsfolk	NN
kinsfolk's	NN
kinshasa	NN
kinshasa's	NN
kinship	NN
kinship's	NNP
kinsman	NNP
kinsman's	VBD
kinsmen	NNS
kinswoman	JJ
kinswoman's	VBP
kinswomen	NNS
kiosk	VB
kiosk's	NN
kiosks	NNS
kiowa	VBP
kiowa's	NN
kiowas	NN
kip	NN
kip's	NN
kipling	VBG
kipling's	NN
kipped	VBD
kipper	JJR
kipper's	NN
kippered	VBD
kippering	VBG
kippers	NNS
kipping	VBG
kips	NNS
kirby	FW
kirby's	FW
kirchhoff	FW
kirchhoff's	FW
kirchner	FW
kirchner's	FW
kirghistan	FW
kirghistan's	FW
kirghiz	FW
kirghiz's	FW
kirghizia	FW
kirghizia's	FW
kiribati	FW
kiribati's	FW
kirinyaga	FW
kirinyaga's	FW
kirk	FW
kirk's	FW
kirkland	FW
kirkland's	FW
kirkpatrick	FW
kirkpatrick's	FW
kirov	FW
kirov's	FW
kirsch	FW
kirsch's	FW
kirsches	NNS
kirsten	VBP
kirsten's	JJ
kisangani	NN
kisangani's	NN
kishinev	NN
kishinev's	NN
kislev	NN
kislev's	NN
kismet	VBD
kismet's	JJ
kiss	JJ
kiss's	NN
kissable	NN
kissed	VBN
kisser	NN
kisser's	NN
kissers	NNS
kisses	VBZ
kissing	VBG
kissinger	JJR
kissinger's	VB
kissoff	NN
kissoff's	NN
kissoffs	NNS
kissogram	VBP
kissograms	NNS
kit	VBP
kit's	JJ
kitakyushu	NN
kitakyushu's	NN
kitchen	NN
kitchen's	NN
kitchener	NN
kitchener's	VBD
kitchenette	NNP
kitchenette's	NNP
kitchenettes	VBZ
kitchens	NNS
kitchenware	NN
kitchenware's	VBZ
kite	JJ
kite's	NNS
kited	VBN
kites	NNS
kith	VBP
kith's	JJ
kiting	VBG
kits	NNS
kitsch	FW
kitsch's	FW
kitschy	FW
kitted	VBN
kitten	FW
kitten's	FW
kittenish	JJ
kittens	NNS
kitties	NNS
kitting	VBG
kitty	JJ
kitty's	NN
kiwanis	NN
kiwanis's	NN
kiwi	NN
kiwi's	NN
kiwifruit	NN
kiwifruit's	VBZ
kiwifruits	NNS
kiwis	FW
kkk	FW
kkk's	FW
kl	FW
klan	FW
klan's	FW
klansman	FW
klansman's	FW
klaus	FW
klaus's	FW
klaxon	FW
klaxons	NNS
klee	VBP
klee's	JJ
kleenex	NN
kleenex's	NN
kleenexes	NNS
klein	VBP
klein's	JJ
kleptocracy	NN
kleptomania	NN
kleptomania's	NN
kleptomaniac	NN
kleptomaniac's	NN
kleptomaniacs	NN
klimt	NN
klimt's	FW
kline	NN
kline's	NN
klingon	NN
klingon's	NN
klondike	NN
klondike's	NN
klondikes	NNS
kludge	VBP
kludged	VBN
kludges	NNS
kludging	VBG
kluge	NN
kluged	VBD
kluges	NNS
klutz	VBP
klutz's	NN
klutzes	NNS
klutzier	VBP
klutziest	JJS
klutziness	NN
klutziness's	NN
klutzy	NN
km	VB
kmart	JJ
kmart's	NN
kn	NN
knack	NN
knack's	NN
knacker	NN
knackered	VBD
knackering	VBG
knackers	NNS
knacks	NNS
knapp	VBP
knapp's	JJ
knapsack	NN
knapsack's	NN
knapsacks	NNS
knave	VBP
knave's	VBN
knavery	NN
knavery's	NN
knaves	VBZ
knavish	JJ
knavishly	RB
knead	NN
kneaded	VBD
kneader	NN
kneader's	NN
kneaders	NNS
kneading	VBG
kneads	NNS
knee	VB
knee's	NNS
kneecap	VB
kneecap's	NN
kneecapped	VBD
kneecapping	VBG
kneecaps	NNS
kneed	VBD
kneeing	VBG
kneel	NN
kneeling	VBG
kneels	NNS
knees	NNS
knell	VBP
knell's	VB
knelled	VBN
knelling	VBG
knells	NNS
knelt	VBD
knesset	VBN
knesset's	NN
knew	VBD
kngwarreye	JJ
kngwarreye's	NN
knicker	NN
knickerbocker	NN
knickerbocker's	NN
knickerbockers	NNS
knickerbockers's	VBP
knickers	NNS
knickers's	VBP
knickknack	NN
knickknack's	NN
knickknacks	NNS
knievel	VBP
knievel's	JJ
knife	NN
knife's	NN
knifed	VBD
knifes	JJ
knifing	VBG
knight	NN
knight's	NN
knighted	VBD
knighthood	NN
knighthood's	NN
knighthoods	NNS
knighting	VBG
knightliness	NN
knightliness's	NN
knightly	RB
knights	NNS
knish	VB
knish's	NN
knishes	NNS
knit	VBP
knit's	JJ
knits	NNS
knitted	VBN
knitter	NN
knitter's	NN
knitters	NNS
knitting	VBG
knitting's	NN
knitwear	JJ
knitwear's	NN
knives	NNS
knob	VBP
knob's	VBN
knobbier	JJR
knobbiest	JJS
knobbly	RB
knobby	VB
knobs	NN
knock	NN
knock's	NN
knockabout	IN
knockdown	JJ
knockdown's	NN
knockdowns	NNS
knocked	VBD
knocker	NN
knocker's	NN
knockers	NNS
knocking	VBG
knockoff	NN
knockoff's	NN
knockoffs	NNS
knockout	VBP
knockout's	NN
knockouts	NNS
knocks	NNS
knockwurst	VBP
knockwurst's	JJ
knockwursts	NNS
knoll	VBP
knoll's	NN
knolls	NNS
knopf	VBP
knopf's	JJ
knossos	NN
knossos's	NN
knot	NN
knot's	VB
knothole	JJ
knothole's	NN
knotholes	NNS
knots	NNS
knotted	VBD
knottier	JJR
knottiest	JJS
knotting	VBG
knotty	NN
know	VBP
knowable	JJ
knowing	VBG
knowingly	RB
knowings	NNS
knowledge	VBP
knowledge's	NN
knowledgeable	JJ
knowledgeably	RB
knowles	VBZ
knowles's	NNS
known	VBN
knows	NNS
knox	VBP
knox's	JJ
knoxville	NNP
knoxville's	NN
knuckle	NN
knuckle's	NN
knuckled	VBD
knuckleduster	JJR
knuckledusters	NNS
knucklehead	VBP
knucklehead's	VB
knuckleheads	NNS
knuckles	NNS
knuckling	VBG
knudsen	NN
knudsen's	NN
knurl	NN
knurl's	NN
knurled	VBD
knurling	VBG
knurls	NNS
knuth	FW
knuth's	FW
knuths	NNS
ko	VBP
ko's	JJ
koala	NN
koala's	NN
koalas	NN
koan	NN
koans	NNS
kobe	VBP
kobe's	JJ
koch	NN
koch's	NN
kochab	NN
kochab's	VBD
kodachrome	JJ
kodachrome's	NN
kodak	NN
kodak's	NN
kodaly	NN
kodaly's	NN
kodiak	NN
kodiak's	FW
koestler	NN
koestler's	NN
kohinoor	NN
kohinoor's	NN
kohl	NN
kohl's	NN
kohlrabi	NN
kohlrabi's	NN
kohlrabies	NNS
koizumi	VBP
koizumi's	JJ
kojak	NN
kojak's	NN
kola	NN
kola's	NN
kolas	NNS
kolyma	VBP
kolyma's	JJ
kommunizma	NN
kommunizma's	NN
kong	JJ
kong's	NN
kongo	NN
kongo's	NN
konrad	NN
konrad's	NN
kook	NN
kook's	NN
kookaburra	NN
kookaburra's	NN
kookaburras	NNS
kookier	JJR
kookiest	JJS
kookiness	NN
kookiness's	NN
kooks	VBZ
kooky	JJ
koontz	NN
koontz's	NN
kopeck	NN
kopeck's	NN
kopecks	NNS
koppel	VBP
koppel's	NN
koran	NN
koran's	NN
koranic	JJ
korans	NNS
korea	VBP
korea's	JJ
korean	JJ
korean's	NN
koreans	NNS
korma	VBP
kornberg	JJ
kornberg's	NN
kory	NN
kory's	NN
korzybski	NN
korzybski's	NN
kosciusko	NN
kosciusko's	NN
kosher	NN
koshered	VBD
koshering	VBG
koshers	NNS
kossuth	VBP
kossuth's	JJ
kosygin	NN
kosygin's	NN
koufax	NN
koufax's	NN
kowloon	NN
kowloon's	NN
kowtow	NN
kowtow's	NN
kowtowed	VBD
kowtowing	VBG
kowtows	NNS
kp	VBP
kph	JJ
kr	NN
kr's	NN
kraal	NN
kraal's	NN
kraals	NNS
kraft	VBP
kraft's	VB
krakatoa	JJ
krakatoa's	NN
krakow	NN
krakow's	VB
kramer	JJR
kramer's	NN
krasnodar	NN
krasnodar's	NN
krasnoyarsk	NN
krasnoyarsk's	NN
kraut	NN
kraut's	NN
krauts	NNS
krebs	VBP
krebs's	JJ
kremlin	NN
kremlin's	NNS
kremlinologist	VBP
kremlinology	NN
kresge	NN
kresge's	NN
krill	NN
krill's	VB
kringle	NN
kringle's	NN
kris	NN
kris's	NN
krishna	NN
krishna's	NN
krishnamurti	NN
krishnamurti's	NN
krista	NN
krista's	NN
kristen	VB
kristen's	JJ
kristi	NN
kristi's	NN
kristie	NN
kristie's	NN
kristin	NN
kristin's	NN
kristina	NNP
kristina's	NNP
kristine	VB
kristine's	NN
kristopher	NN
kristopher's	NN
kristy	NN
kristy's	NN
kroc	NN
kroc's	NN
kroger	NN
kroger's	VB
krona	JJ
krona's	NN
krone	NN
krone's	NN
kronecker	NN
kronecker's	VBD
kroner	JJR
kronor	NNS
kronur	VBP
kropotkin	FW
kropotkin's	FW
kruger	JJR
kruger's	NN
krugerrand	NN
krugerrand's	NN
krupp	NN
krupp's	FW
krypton	NN
krypton's	FW
krystal	JJ
krystal's	NN
ks	NN
kshatriya	NN
kshatriya's	NN
kt	NN
kublai	NN
kublai's	NN
kubrick	NN
kubrick's	NN
kuchen	NN
kuchen's	NN
kuchens	VBZ
kudos	JJ
kudos's	NN
kudzu	NN
kudzu's	NN
kudzus	NN
kuhn	NN
kuhn's	NN
kuibyshev	NN
kuibyshev's	NN
kulthumm	NN
kulthumm's	NN
kumquat	NN
kumquat's	NN
kumquats	NNS
kung	VBP
kunming	VBG
kunming's	NN
kuomintang	NN
kuomintang's	VBD
kurd	JJ
kurd's	FW
kurdish	JJ
kurdish's	NN
kurdistan	NN
kurdistan's	NN
kurosawa	NN
kurosawa's	NN
kurt	NN
kurt's	VBD
kurtis	NN
kurtis's	NN
kusch	NNP
kusch's	NNP
kutuzov	NNP
kutuzov's	NNP
kuwait	NNP
kuwait's	NNP
kuwaiti	NNP
kuwaiti's	NNP
kuwaitis	NN
kuznets	NNS
kuznets's	VBP
kuznetsk	JJ
kuznetsk's	NN
kvetch	NN
kvetch's	NN
kvetched	VBD
kvetches	NNS
kvetching	VBG
kw	NN
kwakiutl	NN
kwakiutl's	NN
kwan	NNP
kwan's	NN
kwangju	NN
kwangju's	NN
kwanzaa	NN
kwanzaa's	NN
kwanzaas	NN
kwh	NN
ky	NN
ky's	NN
kyle	NN
kyle's	NN
kyoto	NN
kyoto's	NN
kyrgyzstan	NN
kyrgyzstan's	NN
kyushu	NN
kyushu's	NN
l	VBZ
l'amour	JJ
l'amour's	NN
l'enfant	JJ
l'oreal	NN
l'oreal's	JJ
l'ouverture	NN
l'ouverture's	NN
l's	NN
la	NN
la's	FW
lab	NN
lab's	NN
laban	NN
laban's	NN
label	NN
label's	NN
labeled	VBD
labeling	VBG
labelled	VBD
labelling	VBG
labels	NNS
labia	VBP
labial	JJ
labial's	NN
labials	NNS
labile	VBP
labium	NN
labium's	NN
labor	NN
labor's	NN
laboratories	NNS
laboratory	VBP
laboratory's	JJ
labored	JJ
laborer	NN
laborer's	NN
laborers	NNS
laboring	VBG
laborious	JJ
laboriously	RB
laboriousness	JJ
laboriousness's	JJ
labors	NNS
laborsaving	VBG
labour	JJ
labour's	NN
laboured	VBD
labourer	JJR
labourer's	JJ
labourers	NNS
labouring	VBG
labours	NNS
laboursaving	VBG
labrador	NN
labrador's	JJ
labradorean	JJ
labradors	NNS
labs	VBP
laburnum	JJ
laburnum's	NN
laburnums	NNS
labyrinth	JJ
labyrinth's	JJ
labyrinthine	JJ
labyrinths	NNS
lac	VBP
lac's	JJ
lace	NN
lace's	NN
laced	VBD
lacerate	NN
lacerated	VBN
lacerates	VBZ
lacerating	VBG
laceration	NN
laceration's	NN
lacerations	NNS
laces	VBZ
lacewing	VBG
lacewing's	JJ
lacewings	NNS
lacework	NN
lacework's	NN
lacey	NN
lacey's	JJ
lachesis	NN
lachesis's	NN
lachrymal	JJ
lachrymose	RB
lacier	JJR
laciest	JJS
lacing	VBG
lack	NN
lack's	JJ
lackadaisical	JJ
lackadaisically	RB
lacked	VBD
lackey	JJ
lackey's	JJ
lackeys	NNS
lacking	VBG
lackluster	JJ
lacklustre	NN
lacks	VBZ
laconic	JJ
laconically	RB
lacquer	VBP
lacquer's	NNS
lacquered	VBD
lacquering	VBG
lacquers	NNS
lacrosse	VBP
lacrosse's	JJ
lactate	NN
lactated	VBN
lactates	VBZ
lactating	VBG
lactation	NN
lactation's	FW
lacteal	JJ
lactic	JJ
lactose	NN
lactose's	NN
lacuna	NN
lacuna's	NN
lacunae	NN
lacy	NN
lacy's	VBZ
lad	JJ
lad's	JJ
ladder	NN
ladder's	NN
laddered	VBD
laddering	VBG
ladders	NNS
laddie	VBP
laddie's	JJ
laddies	NNS
laddish	JJ
laddishness	NN
lade	NN
laded	VBD
laden	JJ
lades	NNS
ladies	NNS
lading	VBG
lading's	JJ
ladings	NNS
ladle	JJ
ladle's	NN
ladled	VBD
ladles	NNS
ladling	VBG
ladoga	NN
ladoga's	NN
ladonna	NN
ladonna's	VBZ
lads	NNS
lady	JJ
lady's	JJ
ladybird	NN
ladybird's	NN
ladybirds	NNS
ladybug	VBP
ladybug's	JJ
ladybugs	NNS
ladyfinger	RBR
ladyfinger's	JJ
ladyfingers	NNS
ladylike	VBP
ladylove	VB
ladylove's	NN
ladyloves	NNS
ladyship	VBP
ladyship's	JJ
ladyships	NNS
laetrile	IN
laetrile's	JJ
lafayette	NN
lafayette's	NN
lafitte	NN
lafitte's	JJ
lag	NN
lag's	NN
lager	NN
lager's	NN
lagers	NNS
laggard	VBP
laggard's	VBZ
laggardly	RB
laggards	NNS
lagged	VBD
lagging	VBG
lagging's	JJ
lagniappe	NN
lagniappe's	NN
lagniappes	VBZ
lagoon	RB
lagoon's	JJ
lagoons	NNS
lagos	VBP
lagos's	JJ
lagrange	NN
lagrange's	NN
lagrangian	JJ
lagrangian's	NN
lags	NNS
lahore	RBR
lahore's	NN
laid	VBD
lain	RB
lair	JJ
lair's	JJ
laird	NN
laird's	NN
lairds	NNS
lairs	VBZ
laity	NN
laity's	NN
laius	NN
laius's	NN
lajos	NN
lajos's	JJ
lake	NN
lake's	NN
lakefront	JJ
lakefronts	NNS
lakeisha	VBP
lakeisha's	JJ
lakes	NNS
lakeside	RB
lakewood	VBD
lakisha	JJ
lakisha's	NN
lakota	NN
lakota's	NN
lakshmi	NN
lakshmi's	NN
lam	NN
lam's	JJ
lama	NN
lama's	NN
lamaism	NN
lamaism's	JJ
lamaisms	JJ
lamar	NN
lamar's	NN
lamarck	NN
lamarck's	NN
lamas	NN
lamaseries	NNS
